0,0.7941,9.0809,54,470702,8523065625
1,5.9567,4.7968,13,186555,1757726713
2,8.3078,7.0407,74,322648,1137537235
3,7.3665,2.5165,65,704587,6567393236
4,4.0961,1.1307,31,472130,7440663949
5,3.8099,1.9586,75,178065,6289802927
6,6.3336,4.372,13,666829,9931249544
7,5.7409,6.7697,85,369002,5662813655
8,4.3114,6.941,3,166384,8471780938
9,6.3414,0.0758,65,400060,1253803156
10,2.0173,4.8627,6,21353,8684462954
11,8.7101,2.9442,73,153493,2159916487
12,0.8829,1.3445,64,574488,7652380351
13,2.4336,8.06,62,238054,8234363596
14,6.155,1.9774,8,325411,2272949794
15,7.6219,9.6208,65,321519,4740742194
16,3.2494,3.2096,75,777982,2123587484
17,0.7084,8.9051,69,320633,8016758016
18,2.7256,1.0135,54,6249,8936085695
19,4.2683,1.8238,70,411437,2778700985
20,5.3298,6.3457,52,736113,4845908305
21,4.283,3.1855,62,500479,3938338894
22,9.6349,1.2462,172,181701,9784464752
23,7.4492,8.995,17,726403,1874355796
24,1.2837,7.5588,4,245292,9885174082
25,7.6423,6.7629,70,323935,4294512385
26,4.6375,3.4561,67,297623,7766380992
27,4.3794,7.2107,165,727097,2110807282
28,7.2382,4.3998,75,11929,9713229580
29,4.5083,1.8794,2,310734,6163271747
30,5.339,2.5803,149,76243,5332571508
31,1.5702,2.807,47,358928,6179383704
32,5.3103,8.491,73,600746,7651017815
33,7.3227,5.1229,5,310262,3323368000
34,3.1667,6.2971,32,729423,6020820466
35,8.5522,0.5541,9,725239,7971992619
36,9.0104,7.1375,57,160892,2418763324
37,9.623,7.2774,24,499008,3805035152
38,4.8259,7.8946,124,393598,8928471601
39,1.2191,1.3462,743,477469,6171384989
40,5.5427,7.8075,9,594450,4952233441
41,3.6597,6.3443,123,379296,4725670121
42,6.6331,5.2246,69,606598,5124302176
43,4.1841,9.373,71,581411,3524809832
44,2.0768,4.4422,53,766037,1367769233
45,3.1491,1.6401,157,115976,1464085506
46,1.5167,8.9621,159,544158,3270740537
47,1.203,5.3153,43,398762,8723194881
48,5.0278,7.7972,25,343986,6454154891
49,6.2591,3.4753,65,505075,8329979618
50,5.5137,1.323,63,73189,4203119052
51,5.6128,9.6412,13,399538,7902349821
52,1.3307,9.9828,53,716537,5093358914
53,6.2188,7.5741,65,572276,9387875023
54,1.9264,0.2691,64,220833,4228252677
55,5.686,3.9426,73,212225,1553298457
56,4.4478,9.7351,61,733572,9448507823
57,9.581,1.7132,65,430045,8157522327
58,4.5698,4.1206,101,689815,5158095731
59,0.1927,5.0773,42,672679,2046159033
60,0.613,2.2644,5,612228,5336109353
61,5.2614,9.8063,94,70060,7459224003
62,6.2019,5.4881,303,574643,8673603270
63,3.4877,0.4956,75,641533,8775814893
64,1.8509,5.2754,171,554910,2528204956
65,0.5082,3.4107,73,546980,8600774186
66,0.3093,5.7269,64,693299,4799204024
67,0.2758,6.2541,182,636948,6318874027
68,2.217,6.8293,56,105723,6345260964
69,5.4213,9.3616,5,258162,3271076431
70,0.4763,8.23,80,147159,8640222556
71,6.8635,4.4686,247,258365,2914591934
72,5.5935,2.5938,56,358263,3275867784
73,3.8248,4.1736,45,476529,1387660996
74,1.8616,2.8019,133,769002,4530587605
75,4.5027,4.36,86,343571,1806177396
76,3.1704,8.2077,132,561388,5320890641
77,9.4626,3.9938,23,544855,2227314169
78,9.8236,9.88,74,299145,7427358270
79,4.1472,8.8467,17,173136,6001973189
80,1.669,5.7207,80,772745,7487310273
81,6.0513,7.761,75,329163,1868817513
82,2.9265,2.359,55,415119,9313893105
83,4.9941,0.096,177,140586,6040906104
84,4.2708,5.143,68,651562,1569679800
85,5.1621,0.252,59,447111,3793358279
86,9.4804,1.4371,160,645410,5589349223
87,4.6449,1.2157,67,104591,3243951535
88,5.7111,9.2296,139,676464,7224635224
89,5.4847,7.41,65,744939,3626168775
90,4.8707,6.2239,62,736102,8418409841
91,3.5149,2.451,3,202338,4639582171
92,1.1055,9.4785,54,644180,3293196015
93,4.8579,2.4629,33,643386,2677147592
94,2.9072,4.1222,70,683053,5744032337
95,4.8407,7.0817,54,158759,2953685244
96,7.9815,2.6339,72,542463,4838747140
97,4.0904,8.2427,65,496300,9681718031
98,5.2715,0.7871,63,330346,1603102799
99,3.2805,6.7441,47,463599,4215602515
100,9.7952,7.7306,66,748907,1671447920
101,3.4777,2.0938,71,115352,3762957785
102,4.4817,6.5322,70,546586,9768707769
103,0.9143,4.9587,64,196260,5952915835
104,4.7734,4.967,70,370898,6090451045
105,4.8407,7.0817,54,158759,2953685244
106,7.9815,2.6339,72,542463,4838747140
107,4.0904,8.2427,65,496300,9681718031
108,5.2715,0.7871,63,330346,1603102799
109,3.2805,6.7441,47,463599,4215602515
110,9.7952,7.7306,66,748907,1671447920
111,3.4777,2.0938,71,115352,3762957785
112,4.4817,6.5322,70,546586,9768707769
113,0.9143,4.9587,64,196260,5952915835
114,4.7734,4.967,70,370898,6090451045
